First Name,Last Name,Job Title,Company,Email,Phone,LinkedIn,Address,City,Postal Code,Department,Region,Website,Type,Groupe,SIREN,Primes 2024 (EUR),Resultat net (EUR),Produits structures,Notes
,,,MALAKOFF HUMANIS RETRAITE SUPPLEMENTAIRE,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,assurance_vie,Malakoff Humanis,823119615,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE INTERCOMMUNALE D'ASSURANCES DES DEPARTEMENTS DE L'EST,,,,50 RUE DU PRUNIER,COLMAR CEDEX,68027,Haut-Rhin,Grand Est,,assurance_non_vie,,303626642,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SAINT MARTIN,,,,3 RUE DUGUAY TROUIN,PARIS,75006,Paris,Ile-de-France,,mutuelle,,775688708,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES DE RHONE-ALPES AUVERGNE,,,,50 RUE DE SAINT CYR,LYON,69009,Rhone,Auvergne-Rhone-Alpes,,assurance_non_vie,,779838366,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ASSURANCES DES TECHNICIENS DE L EDUCATION ROUTIERE,,,,ALLEE DE LA MARQUE BATIMENT F CENTRE D AFFAIRES LE MOLINEL,WASQUEHAL,59290,Nord,Hauts-de-France,,assurance_non_vie,,383852175,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE AIDE ET SOLIDARITE,,,,12 PLACE PAUL VAILLANT COUTURIER,ISSY LES MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,mutuelle,,432674281,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE VERRIERS ET ASSIMILES,,,,6 PLACE DU MARCHE,SAINT-ROMAIN LE PUY,42610,Loire,Auvergne-Rhone-Alpes,,mutuelle,,442292447,,,unknown,Sources: acpr_xlsx_2026.
,,,AVENIR MUTUEL DES PROFESSIONS LIBERALES ET INDEPENDANTES,,,,27 BOULEVARD BERTHIER,PARIS,75017,Paris,Ile-de-France,,mutuelle,,349729350,,,unknown,Sources: acpr_xlsx_2026.
,,,DASSAULT REASSURANCE,,,,78 QUAI MARCEL DASSAULT,SAINT CLOUD,92210,Hauts-de-Seine,Ile-de-France,,reassurance,,640801742,,,unknown,Sources: acpr_xlsx_2026.
,,,LA SECURITE FAMILIALE,,,,4 RUE DE CLICHY,PARIS,75009,Paris,Ile-de-France,,assurance_vie,,784338501,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DES TRAVAILLEURS DU GROUPE SAFRAN,,,,RUE HENRY AUGUSTE DESBRUERES  BP 151,EVRY CEDEX,91005,Essonne,Ile-de-France,,mutuelle,,785196155,,,unknown,Sources: acpr_xlsx_2026.
,,,LA FRANCE MUTUALISTE,,,,11-13 COURS VALMY TOUR PACIFIC,PARIS LA DEFENSE CEDEX,92977,Hauts-de-Seine,Ile-de-France,,mutuelle,,775691132,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SOLIDARITE D AQUITAINE,,,,90 AVENUE THIERS,BORDEAUX CEDEX,33072,Gironde,Nouvelle-Aquitaine,,mutuelle,,781848221,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DU GROUPE RATP,,,,62 QUAI DE LA RAPEE,PARIS,75012,Paris,Ile-de-France,,mutuelle,,775671969,,,unknown,Sources: acpr_xlsx_2026.
,,,IDENTITES MUTUELLE,,,,24 BOULEVARD DE COURCELLES,PARIS,75017,Paris,Ile-de-France,,mutuelle,,379655541,,,unknown,Sources: acpr_xlsx_2026.
,,,PANACEA ASSURANCES,,,,1 BOULEVARD PASTEUR,PARIS,75015,Paris,Ile-de-France,,assurance_non_vie,,507648087,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE GENERALE DES CHEMINOTS,,,,2 ET 4 PLACE DE L ABBE GEORGES HENOCQUE,PARIS CEDEX 13,75637,Paris,Ile-de-France,,mutuelle,,775678550,,,unknown,Sources: acpr_xlsx_2026.
,,,OPTIMUM VIE,,,,94 RUE DE COURCELLES,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,722058567,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE LA VERRERIE D ALBI,,,,RUE FRANCOIS ARAGO,ALBI CEDEX 09,81011,Tarn,Occitanie,,mutuelle,,431643071,,,unknown,Sources: acpr_xlsx_2026.
,,,INSTITUTION NATIONALE DE PREVOYANCE DES REPRESENTANTS,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,institution_prevoyance,,352983118,,,unknown,Sources: acpr_xlsx_2026.
,,,ORADEA VIE,,,,17 BIS PLACE DES REFLETS TOUR D2,PARIS LA DEFENSE 2,92919,Hauts-de-Seine,Ile-de-France,,assurance_mixte,,430435669,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ENTREPRISE DU PERSONNEL DE LA SOCIETE DES EAUX DE MARSEILLE,,,,25 RUE E DELANGLADE,MARSEILLE,13006,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,775559651,,,unknown,Sources: acpr_xlsx_2026.
,,,SWISSLIFE PREVOYANCE ET SANTE,,,,1 rue Bellini,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,322215021,,,yes,Sources: acpr_xlsx_2026. Swiss Life Prevoyance - exposition moderate.
,,,MUTARIS CAUTION,,,,1 A 11 RUE BRILLAT SAVARIN,PARIS,75013,Paris,Ile-de-France,,assurance_non_vie,,490909454,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ENTREPRISES  DES INDEPENDANTS DU COMMERCE ET DE L INDUSTRIE ET DES SERVICES,,,,12-14 RUE DE MEDERIC CS 82345,PARIS CEDEX 17,75830,Paris,Ile-de-France,,assurance_vie,,315062687,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE INTERDEPARTEMENTALE DE BANQUE,,,,137 RUE SAINT DIZIER,NANCY,54000,Meurthe-et-Moselle,Grand Est,,mutuelle,,390953222,,,unknown,Sources: acpr_xlsx_2026.
,,,COVEA PROTECTION JURIDIQUE,,,,160 RUE HENRI CHAMPION,LE MANS CEDEX 2,72045,Sarthe,Pays de la Loire,,assurance_non_vie,Covea,442935227,,,unknown,Sources: acpr_xlsx_2026.
,,,APICIL EPARGNE,,,,51 BOULEVARD MARIUS VIVIER-MERLE,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,assurance_mixte,Apicil,440839942,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MONDIALE PARTENAIRE,,,,14-16 BOULEVARD MALESHERBES,PARIS,75008,Paris,Ile-de-France,,assurance_vie,AG2R La Mondiale,313689713,,,yes,Sources: acpr_xlsx_2026. La Mondiale Partenaire - acheteur de structures pour les contrats UC haut de gamme.
,,,MUT EST,,,,11 BOULEVARD DU PRESIDENT WILSON,STRASBOURG CEDEX,67082,Bas-Rhin,Grand Est,,mutuelle,,775641681,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ANCIENS DES CHANTIERS LA ROCHELLE PALLICE,,,,11 RUE LEO LAGRANGE,DOMPIERRE SUR MER,17139,Charente-Maritime,Nouvelle-Aquitaine,,mutuelle,,432162113,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE UNION DES TRAVAILLEURS DE DIEPPE,,,,38 BOULEVARD GENERAL DE GAULLE,DIEPPE,76200,Seine-Maritime,Normandie,,mutuelle,,781017108,,,unknown,Sources: acpr_xlsx_2026.
,,,COMPAGNIE EUROPEENNE DE GARANTIES ET CAUTIONS,,,,59 AVENUE PIERRE MENDES FRANCE,PARIS,75013,Paris,Ile-de-France,,assurance_non_vie,,382506079,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE D ASSURANCE MUTUELLE DES SYLVICULTEURS,,,,32 ALLEES D ORLEANS,BORDEAUX,33000,Gironde,Nouvelle-Aquitaine,,assurance_non_vie,,780078572,,,unknown,Sources: acpr_xlsx_2026.
,,,ACORIS MUTUELLES,,,,6 A 8  VIADUC KENNEDY,NANCY,54000,Meurthe-et-Moselle,Grand Est,,mutuelle,,780004099,,,unknown,Sources: acpr_xlsx_2026.
,,,BPCE MUTUELLE,,,,7 RUE LEON PATOUX  CS 51032,REIMS CEDEX 2,51686,Marne,Grand Est,,mutuelle,,776466963,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE MUTACOP,,,,44 A 48 AVENUE DU GENERAL DE GAULLE,L HAY LES ROSES,94240,Val-de-Marne,Ile-de-France,,mutuelle,,443930995,,,unknown,Sources: acpr_xlsx_2026.
,,,CARCO,,,,15 AVENUE DE L OPERA,PARIS,75001,Paris,Ile-de-France,,institution_prevoyance,,784394777,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ORPHELINS CHARLES EDMOND FLAMAND,,,,139 RUE DU FAUBOURG ST DENIS,PARIS,75010,Paris,Ile-de-France,,mutuelle,,308374990,,,unknown,Sources: acpr_xlsx_2026.
,,,AG2R PREVOYANCE,,,,14-16 BOULEVARD MALESHERBES,PARIS,75008,Paris,Ile-de-France,,institution_prevoyance,AG2R La Mondiale,333232270,,,yes,Sources: acpr_xlsx_2026. AG2R La Mondiale - exposition produits structures dans le fonds general.
,,,PARNASSE GARANTIES,,,,1 BIS RUE JEAN WIENER,CHAMPS SUR MARNE,77420,Seine-et-Marne,Ile-de-France,,assurance_non_vie,,789910783,,,unknown,Sources: acpr_xlsx_2026.
,,,LES MUTUELLES LIGERIENNES,,,,12 RUE BEAUSOLEIL,VIEILLEVIGNE,44116,Loire-Atlantique,Pays de la Loire,,mutuelle,,313309080,,,unknown,Sources: acpr_xlsx_2026.
,,,PROTEC BTP,,,,8 RUE LOUIS ARMAND,PARIS,75015,Paris,Ile-de-France,,assurance_non_vie,,411360472,,,unknown,Sources: acpr_xlsx_2026.
,,,MALAKOFF HUMANIS PREVOYANCE,,,,21 RUE LAFFITTE,PARIS CEDEX 09,75317,Paris,Ile-de-France,,institution_prevoyance,Malakoff Humanis,775691181,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ETUDIANTS DU NORD ET DU NORD OUEST,,,,199 RUE COLBERT CENTRE VAUBAN BAT YPRES CS 90027 LILLE,LILLE,59000,Nord,Hauts-de-France,,mutuelle,,781123450,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU SUD,,,,58 BOULEVARD HUBERT DELISLE  BP 388,SAINT PIERRE CEDEX (REUNION),97457,La Reunion,La Reunion,,mutuelle,,443409800,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ASSURANCE SOLIDAIRE,,,,39 RUE DE JOURDIL,CRAN GEVRIER,74690,Haute-Savoie,Auvergne-Rhone-Alpes,,assurance_non_vie,,532631942,,,unknown,Sources: acpr_xlsx_2026.
,,,ORANO ASSURANCE & REASSURANCE,,,,125 AVENUE DE PARIS,CHATILLON,92320,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,381484955,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE L EST LA BRESSE,,,,8 AVENUE LOUIS JOURDAN  BP 158,BOURG EN BRESSE,01004,Ain,Auvergne-Rhone-Alpes,,assurance_non_vie,,779307271,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCE MUTUELLE D OUTREMER,,,,2 BIS AVENUE DES ARAWAKS HABITATION DILLON SUD,FORT-DE-FRANCE,97200,Martinique,Martinique,,assurance_non_vie,,399965524,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ASSURANCE DES INSTITUTEURS DE FRANCE,,,,200 AVENUE SALVADOR ALLENDE,NIORT CEDEX 09,79038,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,775709702,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE CENTRALE DE REASSURANCE,,,,157 BOULEVARD HAUSSMANN,PARIS,75008,Paris,Ile-de-France,,reassurance,,388202533,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUALE,,,,6 RUE GALILEE,LA CHAUSSEE SAINT VICTOR,41260,Loir-et-Cher,Centre-Val de Loire,,mutuelle,,775369887,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE DE SOLIDARITE,,,,RUE KLEBER BAT 202 SITE ADISHAT DE L ARSENAL,TARBES,65000,Hautes-Pyrenees,Occitanie,,mutuelle,,444270532,,,unknown,Sources: acpr_xlsx_2026.
,,,HELVETIA ASSURANCES SA,,,,25 QUAI LAMANDE,LE HAVRE,76600,Seine-Maritime,Normandie,,assurance_non_vie,,339489379,,,unknown,Sources: acpr_xlsx_2026.
,,,LOURMEL SOLUTIONS ASSURANCES,,,,8 BIS ALLEE GASTON BACHELARD,PARIS,75014,Paris,Ile-de-France,,assurance_mixte,,852274315,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,Groupama,343115135,,,unknown,Sources: acpr_xlsx_2026.
,,,INTERIALE,,,,32 RUE BLANCHE,PARIS,75009,Paris,Ile-de-France,,mutuelle,,775685365,,,unknown,Sources: acpr_xlsx_2026.
,,,MACSF EPARGNE RETRAITE,,,,10 COURS DU TRIANGLE DE L ARCHE,LA DEFENSE CEDEX,92919,Hauts-de-Seine,Ile-de-France,,assurance_vie,MACSF,403071095,,,yes,Sources: acpr_xlsx_2026. MACSF Epargne Retraite - acheteur cible pour clientele profession sante.
,,,MUTUELLE MEUSREC,,,,3 BIS RUE DU STADE  BP 24,BELLEVILLE SUR VIE,85170,Vendee,Pays de la Loire,,mutuelle,,352291561,,,unknown,Sources: acpr_xlsx_2026.
,,,ABEILLE IARD & SANTE,,,,13 RUE DU MOULIN BAILLY,BOIS COLOMBES,92270,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,306522665,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERPROFESSIONNELLE DU PERSONNEL DES ORGANISMES SOCIAUX,,,,86 RUE MASSENA,LYON,69006,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,779827054,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE DE PREVOYANCE MUTUALISTE DU PERSONNEL DE LA BANQUE DE FRANCE,,,,39 RUE CROIX DES PETITS CHAMPS 80-1655,PARIS,75001,Paris,Ile-de-France,,mutuelle,,391396397,,,unknown,Sources: acpr_xlsx_2026.
,,,SMERRA - MUTUELLE ETUDIANTE,,,,43 RUE JABOULAY,LYON CEDEX 07,69349,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,775648256,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE LA CORSE,,,,8 A 10 AVENUE MARECHAL SEBASTIANI,BASTIA,20200,Haute-Corse,Corse,,mutuelle,,783005655,,,unknown,Sources: acpr_xlsx_2026.
,,,NAGICO INSURANCE COMPANY LIMITED,,,,17 RUE DE LA REPUBLIQUE - MARIGOT  BP 444,SAINT MARTIN CEDEX,97055,,,,assurance_non_vie,,521295766,,,unknown,Sources: acpr_xlsx_2026.
,,,AGPM VIE,,,,RUE NICOLAS APPERT  QUARTIER SAINTE MUSSE,TOULON CEDEX 9,83086,Var,Provence-Alpes-Cote d'Azur,,assurance_mixte,,330220419,,,unknown,Sources: acpr_xlsx_2026.
,,,PROTECTION MUTUELLE ET FAMILIALE,,,,30 RUE KAGENECK,STRASBOURG,67000,Bas-Rhin,Grand Est,,mutuelle,,339332967,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DE L AGENCE FRANCE PRESSE - AFP,,,,13 PLACE DE LA BOURSE,PARIS,75002,Paris,Ile-de-France,,mutuelle,,438977282,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA FRANCE VIE,,,,313 TERRASSES DE L ARCHE,NANTERRE CEDEX,92727,Hauts-de-Seine,Ile-de-France,,assurance_mixte,AXA,310499959,,,yes,"Sources: acpr_xlsx_2026. AXA France Vie - acheteur historique de structures (autocall, fonds a formule)."
,,,MONCEAU GENERALE ASSURANCES,,,,1 AVENUE DES CITES UNIES D EUROPE,VENDOME,41100,Loir-et-Cher,Centre-Val de Loire,,assurance_non_vie,,414086355,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FRANC AU DECES DE TROIS BASSINS,,,,58 BOULEVARD HUBERT DELISLE  BP 388,SAINT PIERRE CEDEX (REUNION),97457,La Reunion,La Reunion,,mutuelle,,443410808,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ASSURANCE DU MIDI,,,,1 place Occitane Immeuble le Sully,TOULOUSE,31000,Haute-Garonne,Occitanie,,assurance_non_vie,,353454382,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLES DU SOLEIL LIVRE II,,,,36 A 36 BIS AVENUE DU MARECHAL FOCH,NICE,06000,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,mutuelle,,782395511,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MONDIALE,,,,32 AVENUE EMILE ZOLA,MONS EN BAROEUL,59370,Nord,Hauts-de-France,,assurance_vie,AG2R La Mondiale,775625635,21013984874752,4000000,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE DU PAYS MARTEGAL,,,,AVENUE CALMETTE ET GUERIN,MARTIGUES,13500,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782746887,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE DU PERSONNEL ACTIF ET RETRAITE DE LA MARQUE,,,,9 ROUTE DES BRUYERES,SAINT PRIEST DE GIMEL,19800,Correze,Nouvelle-Aquitaine,,assurance_non_vie,,390550986,,,unknown,Sources: acpr_xlsx_2026.
,,,APICIL EPARGNE RETRAITE,,,,51 BOULEVARD MARIUS VIVIER MERLE,CALUIRE ET CUIRE,69003,Rhone,Auvergne-Rhone-Alpes,,assurance_vie,Apicil,338746464,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP ASSURANCES SANTE INDIVIDUELLE,,,,4 PROMENADE COEUR DE VILLE,ISSY-LES-MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,CNP Assurances,440165041,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,MUTUELLE DU GROUPE BNP PARIBAS,,,,16 BOULEVARD DES ITALIENS,PARIS,75009,Paris,Ile-de-France,,mutuelle,,784410847,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP ASSURANCES IARD,,,,4 PROMENADE COEUR DE VILLE,ISSY-LES-MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,CNP Assurances,493253652,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,CARDIF - ASSURANCES RISQUES DIVERS,,,,1 BOULEVARD HAUSSMANN  TSA 93000,PARIS CEDEX 09,75318,Paris,Ile-de-France,,assurance_non_vie,,308896547,,,unknown,Sources: acpr_xlsx_2026.
,,,INIZYS MUTUELLE,,,,68 QUAI DE L ODET  BP 98,QUIMPER CEDEX,29196,Finistere,Bretagne,,assurance_non_vie,,327136743,,,unknown,Sources: acpr_xlsx_2026.
,,,PROTEXIA FRANCE,,,,1 COURS MICHELET  CS 30051,PARIS LA DEFENSE CEDEX,92076,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,382276624,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE  DES TERRITORIAUX  ET HOSPITALIERS,,,,30 RUE SERVIENT,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,350873287,,,unknown,Sources: acpr_xlsx_2026.
,,,PREPAR IARD,,,,IMMEUBLE VILLAGE 1 - QUARTIER VALMY CS 20243 33 PLACE RONDE,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,343158036,,,unknown,Sources: acpr_xlsx_2026.
,,,SOGESSUR,,,,17 BIS PLACE DES REFLETS TOUR D2,PARIS LA DEFENSE 2,92919,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,379846637,,,unknown,Sources: acpr_xlsx_2026.
,,,WORLDLINE RE,,,,1 PLACE DES DEGRES TOUR VOLTAIRE,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,reassurance,,878586676,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURED GUARANTY EUROPE SA,,,,71 rue du Faubourg St Honoré,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,852597384,,,unknown,Sources: acpr_xlsx_2026.
,,,CORUM LIFE SA,,,,1 RUE EULER,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,852264332,,,unknown,Sources: acpr_xlsx_2026.
,,,ALLIANZ RETRAITE,,,,1 COURS MICHELET CS 30051,PARIS LA DEFENSE CEDEX,92076,Hauts-de-Seine,Ile-de-France,,assurance_vie,Allianz,824599211,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA RETRAITE ENTREPRISE,,,,313 TERRASSES DE L'ARCHE,NANTERRE CEDEX,92727,Hauts-de-Seine,Ile-de-France,,assurance_vie,,534107255,,,unknown,Sources: acpr_xlsx_2026.
,,,MIC INSURANCE COMPANY,,,,29 RUE DE BASSANO,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,885241208,,,unknown,Sources: acpr_xlsx_2026.
,,,ACHEEL SA,,,,"128, RUE DE LA BOETIE",PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,879605350,,,unknown,Sources: acpr_xlsx_2026.
,,,BONDUELLE RE,,,,1 RUE NICOLAS-APPERT,VILLENEUVE-D'ASCQ,59650,Nord,Hauts-de-France,,reassurance,,897630356,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPE SEB RE,,,,112 CHEMIN DU MOULIN-CARRON CAMPUS SEB,ECULLY,69130,Rhone,Auvergne-Rhone-Alpes,,reassurance,,898183108,,,unknown,Sources: acpr_xlsx_2026.
,,,MILA S.A.,,,,"1 PARVIS DE LA DEFENSE SWAVE, PARIS & CO GRANDE ARCHE DE LA DEFENSE",PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,892000357,,,unknown,Sources: acpr_xlsx_2026.
,,,CPCEA RETRAITE SUPPLEMENTAIRE,,,,21 RUE DE LA BIENFAISANCE,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,891966574,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MONDIALE RETRAITE SUPPLEMENTAIRE,,,,32 avenue Émile Zola,MONS-EN-BARŒUL,59370,Nord,Hauts-de-France,,assurance_vie,AG2R La Mondiale,903475515,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP RETRAITE,,,,4 PROMENADE COEUR DE VILLE,ISSY LES MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_vie,,892347501,,,unknown,Sources: acpr_xlsx_2026.
,,,PUBLICIS RE,,,,133 AVENUE DES CHAMPS ELYSEES,PARIS,75008,Paris,Ile-de-France,,reassurance,,914281357,,,unknown,Sources: acpr_xlsx_2026.
,,,CARDIF RETRAITE,,,,1 BOULEVARD HAUSSMANN,PARIS,75009,Paris,Ile-de-France,,assurance_vie,,903364321,,,unknown,Sources: acpr_xlsx_2026.
,,,GENERALI RETRAITE,,,,89 RUE TAITBOUT,PARIS,75009,Paris,Ile-de-France,,assurance_vie,Generali,880265418,23147137241014001664,112000000,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,GARANCE RETRAITE,,,,"51, rue de Châteaudun",PARIS,75009,Paris,Ile-de-France,,assurance_vie,,907943989,,,unknown,Sources: acpr_xlsx_2026.
,,,SELENCIA RETRAITE,,,,7 ALLEE DE L'ARCHE,COURBEVOIE,92400,Hauts-de-Seine,Ile-de-France,,assurance_vie,,908314677,,,unknown,Sources: acpr_xlsx_2026.
,,,CREDIT AGRICOLE ASSURANCES RETRAITE,,,,16-18 BOULEVARD DE VAUGIRARD,PARIS,75015,Paris,Ile-de-France,,assurance_vie,Credit Agricole Assurances,905383667,,,unknown,Sources: acpr_xlsx_2026.
,,,PRONOE PREVOYANCE,,,,LIEU-DIT BOIS DU FIEF CLAIRET,LIGUGE,86240,Vienne,Nouvelle-Aquitaine,,assurance_mixte,,907614804,,,unknown,Sources: acpr_xlsx_2026.
,,,DESCARTES INSURANCE,,,,148 RUE DE COURCELLES,PARIS,75017,Paris,Ile-de-France,,assurance_non_vie,,908714892,,,unknown,Sources: acpr_xlsx_2026.
,,,SWISSLIFE ASSURANCE RETRAITE,,,,1 rue Bellini,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_vie,,892188046,,,unknown,Sources: acpr_xlsx_2026.
,,,UMR,,,,12 RUE CORNULIER,NANTES,44000,Loire-Atlantique,Pays de la Loire,,assurance_vie,,828952796,,,unknown,Sources: acpr_xlsx_2026.
,,,KERIALIS RETRAITE,,,,80 RUE SAINT LAZARE,PARIS,75009,Paris,Ile-de-France,,assurance_vie,,917461949,,,unknown,Sources: acpr_xlsx_2026.
,,,SORELAC,,,,10 RUE ADOLPHE-BECK CEDEX 9,LAVAL,53089,Mayenne,Pays de la Loire,,reassurance,,915010029,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP ASSURANCES PROTECTION SOCIALE,,,,1-11 RUE BRILLAT-SAVARIN,PARIS,75013,Paris,Ile-de-France,,assurance_mixte,CNP Assurances,905054128,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,ALAN INSURANCE,,,,117 QUAI DE VALMY,PARIS,75010,Paris,Ile-de-France,,assurance_mixte,,908311103,,,unknown,Sources: acpr_xlsx_2026.
,,,SOREALIM,,,,RUE HENRI MONDOR BIOPOLE CLERMONT,SAINT-BEAUZIRE,63360,Puy-de-Dome,Auvergne-Rhone-Alpes,,reassurance,,949919385,,,unknown,Sources: acpr_xlsx_2026.
,,,NAVAL GROUP RE,,,,42 RUE DU DOCTEUR FINLAY,PARIS,75015,Paris,Ile-de-France,,reassurance,,950721373,,,unknown,Sources: acpr_xlsx_2026.
,,,LFP Ré,,,,6 RUE LEO DELIBES,PARIS,75116,Paris,Ile-de-France,,reassurance,,949674352,,,unknown,Sources: acpr_xlsx_2026.
,,,AVRIL RE,,,,11-13 rue Monceau,PARIS,75008,Paris,Ile-de-France,,reassurance,,978028561,,,unknown,Sources: acpr_xlsx_2026.
,,,RD3A,,,,TOUR LANDSCAPE 6 PLACE DES DEGRES,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,reassurance,,918123399,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA Réassurance Vie France,,,,313 terrasses de l'Arche,NANTERRE,92000,Hauts-de-Seine,Ile-de-France,,reassurance,,952830867,,,unknown,Sources: acpr_xlsx_2026.
,,,CARCO FRPS,,,,15 avenue de l'Opéra,PARIS,75001,Paris,Ile-de-France,,assurance_vie,,922514914,,,unknown,Sources: acpr_xlsx_2026.
,,,MNCAP SA,,,,5 rue Dosne,PARIS,75116,Paris,Ile-de-France,,assurance_non_vie,,922807615,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURAPOSTE RE,,,,9 rue du Colonel Pierre Avia,PARIS,75015,Paris,Ile-de-France,,reassurance,,922231501,,,unknown,Sources: acpr_xlsx_2026.
,,,INSUREM,,,,92-98 boulevard Victor Hugo,CLICHY,92110,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,922053053,,,unknown,Sources: acpr_xlsx_2026.
